title,url,date,summary,MediaAgency,title_english,summary_english,tags
India Withdraws Volleyball Championship 1.10543925,https://www.mathrubhumi.com/sports/news/india-withdraws-volleyball-championship-1.10543925,27-04-2025,ന്യൂഡൽഹി: അടുത്ത മാസം ഇസ്ലാമാബാദിൽ നടക്കുന്ന സെൻട്രൽ ഏഷ്യൻ വോളിബോൾ ചാമ്പ്യൻഷിപ്പിൽ പങ്കെടുക്കാനുള്ള സംഘത്തെ പിൻവലിച്ച് ഇന്ത്യ. ഞായറാഴ്ച പാകിസ്താൻ വോളിബോൾ ഫെഡറേഷനാണ് ഇന്ത്യ വോളിബോൾ സംഘത്തെ പിൻവലിച്ചതായി അറിയിച്ചത്. മേയ് 28-ന്,Mathrubhumi,India Withdraws Volleyball Championship 1.10543925,"India withdrawal of the team to participate in the Central Asian Volleyball Championships in Islamabad next month.On Sunday, the Pakistan Volleyball Federation has been withdrawn volleyball team.On May 28","{'locs': ['Islamabad Capital Territory, 44000, Pakistan', 'India'], 'miscs': ['Volleyball Championship', 'Central Asian Volleyball Championships'], 'orgs': ['Pakistan Volleyball Federation'], 'events': ['sports']}"
Kerala Ganja Seizure Muvattupuzha 1.10543741,https://www.mathrubhumi.com/crime/news/kerala-ganja-seizure-muvattupuzha-1.10543741,27-04-2025,കൊച്ചി: മൂവാറ്റുപുഴയിൽ വൻ കഞ്ചാവ് വേട്ട. 30 കിലോയോളം കഞ്ചാവുമായി യുവതിയുൾപ്പടെ മൂന്ന് മറുനാടൻ തൊഴിലാളികൾ പിടിയിൽ. പശ്ചിമ ബംഗാൾ മൂർഷിദാബാദ് ഗോഷ്പാറ സ്വദേശി സുഹേൽ റാണ മണ്ഡൽ (40) മൂർഷിദാബാദ് ജാലംഗി സ്വദേശി അലൻ ഗിൽ ഷെയ്ക്ക് (33) മൂർഷിദാബാദ് ജാലംഗി സ്വദേശിനി,Mathrubhumi,$ 1.10543741,"The biggest cannabis in Kochi Muvattupuzha.Three other workers were arrested by the girl in a young man, 30 kilos.West Bengal Murshidabad Sahel Rana Mandal 40 Moghshidabad Alan Gill Sheikh Sware - 33 Moghshidabad","{'locs': [], 'orgs': ['Sahel Rana Mandal'], 'pers': ['Alan Gill', 'Sware'], 'events': []}"
Aamir Khan Girlfriend Gauri Spratt Visit Ex Wife Reena Dutta House Watch Video 1.10543737,https://www.mathrubhumi.com/lifestyle/news/aamir-khan-girlfriend-gauri-spratt-visit-ex-wife-reena-dutta-house-watch-video-1.10543737,27-04-2025,Visits Ex-Wife Reena Dutta's House With Girlfriend Gauri Spratt And Son Junaid | Video,Mathrubhumi,Aamir Khan Girlfriend Gauri Spratt Visit Ex Wife Reena Dutta House Watch Video 1.10543737,Visits Ex-Wife Reena Dutta's House With Girlfriend Gauri Spratt And Son Junaid  Video,"{'pers': ['Gauri Spratt', 'Jun', 'Aamir Khan', 'Reena Dutta'], 'orgs': ['Reena Dutta'], 'locs': ['Quay County, New Mexico, United States'], 'events': []}"
Ganja Seized Thiruvananthapuram Paruthikuzhy Youth Arrested 1.10541092,https://www.mathrubhumi.com/crime/news/ganja-seized-thiruvananthapuram-paruthikuzhy-youth-arrested-1.10541092,26-04-2025,തിരുവനന്തപുരം: വീട്ടിലെ ഷെഡിനുളളിൽ വിൽപ്പനയ്ക്കായി സൂക്ഷിച്ചിരുന്ന കഞ്ചാവും ഹാഷിഷ് ഓയിലുമായി യുവാവിനെ എക്‌സൈസ് സംഘം പിടികൂടി. പൂന്തുറ സ്റ്റേഷൻ പരിധിയിൽ പരുത്തിക്കുഴി മുസ്ലിം ജമാഅത്ത് പളളിക്ക് പിന്നിൽ താമസിക്കുന്ന മുഹമ്മദ് അനസിനെ(27) ആണ് പിടികൂടിയത്.,Mathrubhumi,Goanja Seized Thiruvananthapuram Paruthhikuzhy Youth Arrested 1.10541092,"The Excise team seized the youth with the cannabis and Hashesh Oye, which was stored for sale in the shed of the Thiruvananthapuram, the household.The Mohammed Anus, where the 18th, lives behind the chatturakkuzhi in the Pochura Station Limit.","{'orgs': ['Excise', 'Goahirunthapuram', 'Paruthhikuz'], 'pers': ['Mohammed An', 'Hashesh Oye'], 'locs': ['Kerala, 695001, India'], 'events': []}"
Kerala Feeds Psc Appointments 1.10541164,https://www.mathrubhumi.com/careers/news/kerala-feeds-psc-appointments-1.10541164,26-04-2025,"കേരഫെഡിൽ ആദ്യമായി പി.എസ്.സി. മുഖേന 22 ഉദ്യോഗസ്ഥർക്ക് നിയമനം. റിക്രൂട്ട്മെന്റ് റൂൾ നിലവിൽ വന്നതിനുശേഷം അനുവദിച്ച 290 തസ്തികകളിലാണ് നിയമനം നടത്തുന്നത്.അസിസ്റ്റന്റ് മാനേജർ, അസിസ്റ്റന്റ്/കാഷ്യർ എന്നീ തസ്തികകളിൽ ആദ്യനിയമനത്തിലൂടെ ജോലിയിൽ പ്രവേശിക്കുന്ന 22",Mathrubhumi,Kerala Feeds Psc Appointments 1.10541164,Kerala for the first time PSCAssignment to 22 personnel through.The recruitment rule is being appointed in 290 posts.,"{'orgs': ['Kerala Fe', 'Psc A', 'PSCA'], 'locs': ['Kerala, India'], 'events': []}"
Indian Desserts Snacks Ai Viral Video 1.10541243,https://www.mathrubhumi.com/food/news/indian-desserts-snacks-ai-viral-video-1.10541243,26-04-2025,ഇന്ത്യയിലെ വൈവിധ്യമാർന്ന സംസ്‌കാരങ്ങൾ പോലെ ആകർഷണീയമാണ് രാജ്യത്തെ പലഹാരങ്ങളും. സോഷ്യൽമീഡിയയിലൂടെ പങ്കുവെക്കപ്പെടുന്ന വീഡിയോകളും ചിത്രങ്ങളും കണ്ടു പരിചയിച്ചവർ പോലും ഇന്ത്യൻ ഭക്ഷണങ്ങളെ പ്രകീർത്തിക്കാറുണ്ട്.  ആകർഷകമായ ഇന്ത്യൻ വിഭവങ്ങൾ,Mathrubhumi,Indian Desserts Snacks Ai Viral Video 1.10541243,"Like a wide variety of cultures in India, the country is in the country.Even those shearing visions of videos and pictures of sharing videos through socialiadia praises Indian foods.Encurious Indian dishes","{'miscs': ['Indian', 'Indian Desserts Snacks Ai Vira'], 'locs': ['India'], 'events': []}"
Modi Distributes 51000 Job Letters 1.10541297,https://www.mathrubhumi.com/news/india/modi-distributes-51000-job-letters-1.10541297,26-04-2025,"ന്യൂഡൽഹി: കേന്ദ്രസർക്കാരിന്റെ വിവിധ വകുപ്പുകളിലും സ്ഥാപനങ്ങളിലും നിയമനം ലഭിച്ച 51,236 ഉദ്യോഗാർഥികൾക്ക് നിയമനഉത്തരവ് വിതരണം ചെയ്ത് പ്രധാനമന്ത്രി നരേന്ദ്ര മോദി. 15-മത് റോസ്ഗർ മേളയുടെ ഭാഗമായാണ് നിയമന ഉത്തരവ് വിതരണം ചെയ്തത്. ശനിയാഴ്ച സംഘടിപ്പിച്ച",Mathrubhumi,Modi Distributes 51000 Job Letters 1.10541297,"Prime Minister Narendra Modi has issued a number of legal advocations to the 51,236 candidates of the New Delhi Central Government.The appointment order was issued as part of the 15th Rosker fair.Saturday organized","{'orgs': ['Central Government', 'New', 'Modi Di'], 'pers': ['Narendra Modi'], 'locs': ['Delhi, India'], 'miscs': ['Rker'], 'events': ['politics']}"
Virat Kohli Anushka Sharma Moving London Madhuri Dixit Husband Reveals Reason 1.10541086,https://www.mathrubhumi.com/lifestyle/news/virat-kohli-anushka-sharma-moving-london-madhuri-dixit-husband-reveals-reason-1.10541086,26-04-2025,സെലിബ്രിറ്റി ദമ്പതിമാരായ വിരാട് കോലിയും അനുഷ്‌ക ശർമ്മയും ലണ്ടനിലേക്ക് താമസം മാറ്റാൻ സാധ്യതയുണ്ടെന്നുള്ള ഊഹാപോഹങ്ങൾ കഴിഞ്ഞ വർഷം മുതൽതന്നെ ശക്തമായിരുന്നു. പിന്നാലെ പലതവണ ഇവർ ലണ്ടനിൽ പ്രത്യക്ഷപ്പെട്ടു. വിരുഷ്‌ക എന്ന ഓമനപ്പേരിലറിയപ്പെടുന്ന,Mathrubhumi,Virat Kohli Anushka Sharma Moving London Madhuri Dixit Husband Reveals Reason 1.10541086,Virat Kohli and Anushka Sharma were likely to be strong in last year since Virat Kohli and Anushka Sharma.They appeared in London several times.The name of the fickenard of the banquet,"{'pers': ['Dixi', 'Virat Kohl', 'Mad', 'Virat Kohli', 'Anushka Sharma'], 'locs': ['Greater London, England, United Kingdom'], 'events': []}"
"'പഹൽഗാമിൽ   ആക്രമണം  നടത്തിയവർ   തീവ്രവാദികളല്ല, സ്വാതന്ത്ര്യസമര  സേനാനികൾ': വിശേഷണവുമായി  പാകിസ്ഥാൻ",https://keralakaumudi.com/news/news.php?id=1522964&u=pak-deputy-pm-calls-pahalgam-terrorists-freedom-fighters,25-04-2025,കറാച്ചി: പഹൽഗാമിൽ ആക്രമണം നടത്തിയത് തീവ്രാദികൾ അല്ലെന്നും അവർ സ്വാതന്ത്ര്യസമര സേനാനികളാണെന്നുമുള്ള വിശേഷണവുമായി പാകിസ്ഥാൻ.,KerelaKaumudi,'The attackers attacked Pahalgam are not terrorist and independence force',Pakistan is also known as the terror rines were not arts and arrains and they are freedom struggle.,"{'pers': ['Pahal'], 'locs': ['Pakistan'], 'events': ['terrorism']}"
'മുഖംമൂടി ധരിക്കാൻ ചില നടന്മാർക്ക് നന്നായി അറിയാം'; സിനിമാ മേഖലയിലെ സ്‌ത്രീ വിരുദ്ധതയെക്കുറിച്ച് മാളവിക,https://keralakaumudi.com/news/news.php?id=1522938&u=actress-malavika-mohanan-about-pseudo-feminist-male-actors,25-04-2025,സിനിമാ മേഖലയിൽ സ്‌ത്രീ വിരുദ്ധത എത്രത്തോളമുണ്ടെന്ന് വെളിപ്പെടുത്തി നടി മാളവികാ മോഹനൻ.,KerelaKaumudi,"Some actors get better to put the face of the face well ""Malavikovas",Actress Mulaka Mohanan reveals that there is a conflict in the cinema.,"{'pers': ['Malavi', 'Mulaka Mohan'], 'events': []}"
സിന്ധു  നദീജല  കരാർ  റദ്ദാക്കിയ  നടപടി: ഇത്രയും  വെള്ളം  നമ്മൾ  എവിടെ  സംഭരിക്കും? ചോദ്യങ്ങളുമായി  ഒവൈസി,https://keralakaumudi.com/news/news.php?id=1522941&u=owaisi-welcomed-the-cancellation-of-the-indus-waters-treaty,25-04-2025,ന്യൂഡൽഹി: സിന്ധു നദീജല കരാറിൽ നിന്ന് പിന്മാറിയ ഇന്ത്യ ഇത്രയും ജലം എവിടെ സംഭരിക്കുമെന്ന ചോദ്യവുമായി  അസദുദ്ദീൻ ഒവൈസി.,KerelaKaumudi,Where will we store the process of cancellation of the Indus College Agreement?Owyer with questions,"Azarduddin Owyer is the question of which India will store the water, withdrawing from the Sindhu rivera agreement with all such water.","{'miscs': ['Sindhu', 'College Agreement', 'Indus'], 'pers': ['Azarduddin Owy'], 'locs': ['India'], 'events': []}"
"കാട്ടിൽ തുറന്നുവിടുന്നില്ല, നമ്മുടെ വീടുകളിൽ നിന്ന് പിടികൂടുന്ന  പാമ്പുകളെ ചിലർ ചെയ്യുന്നത്; ഞെട്ടിക്കുന്ന റിപ്പോർട്ട്",https://keralakaumudi.com/news/news.php?id=1522952&u=intelligence-report-about-snake,25-04-2025,തിരുവനന്തപുരം: വീടുകളിൽ നിന്നടക്കം പിടിക്കുന്ന വിഷപ്പാമ്പുകളെ കള്ളക്കടത്ത് സംഘങ്ങൾക്ക് കൈമാറുന്നു. വനം ഇന്റലിജൻസും​ വിജിലൻസുമാണ് രഹസ്യ റിപ്പോർട്ട് നൽകിയത്.,KerelaKaumudi,"Not open in the forest, shocking report to the snakes that some snakes from our homes",The poisonous snakes are handed over to the gangs in the Homes of Thiruvananthapuram.The Second Intelligens and Vigilance have given the secret report.,"{'locs': ['Indiana, 47960, United States', 'Kerala, 695001, India'], 'orgs': ['Second Intelligens and Vigilance'], 'events': []}"
"ലഷ്‌കർ  കമാൻഡറെ വധിച്ച് സുരക്ഷാസേന; ഏറ്റുമുട്ടൽ നടന്നത് മൂന്ന് മണിക്കൂറോളം, രണ്ട് സൈനികർക്ക് പരിക്ക്",https://keralakaumudi.com/news/news.php?id=1522954&u=indian-army-kills-lashkar-e-taiba-commander-during-encounter-in-bandipora,25-04-2025,ശ്രീനഗർ: ബന്ദിപ്പോരയിൽ നടന്ന ഏറ്റുമുട്ടലിനിടയിൽ ലഷ്‌കർ ഇ തൊയ്ബയുടെ കമാൻഡറെ വധിച്ച് ഇന്ത്യൻ സൈന്യം.,KerelaKaumudi,"The security forces confrontation was killed by the security forces and injury for two soldiers, for three hours",The Indian army executes the commander of the Lashkar e-Taiba in the confrontation in Srinagar Bandipora.,"{'miscs': ['Indian'], 'orgs': ['Lashkar eTaiba'], 'locs': [], 'events': ['accident']}"
പഹൽഗാം  ആക്രമണത്തിന്   പാകിസ്ഥാന്  സഹായം  നൽകിയത്  ഹമാസ്?  ഇന്ത്യൻ തിരിച്ചടി  ഇനിയും  വൈകും; കാരണങ്ങൾ  പലത്,https://keralakaumudi.com/news/news.php?id=1522285&u=recent-attack-in pahalgam-was-akin-to-the october-7-attacks in-israel,24-04-2025,ന്യൂഡൽഹി: പഹൽഗാമിലെ ഭീകരാക്രമണത്തിന്  തിരിച്ചടി നൽകുമെന്ന് ഉറപ്പിച്ചുകൊണ്ട് നയതന്ത്ര രംഗത്തടക്കം ഇന്ത്യ കടുത്ത നടപടികൾ സ്വീകരിച്ചുതുടങ്ങിയിട്ടുണ്ട്.,KerelaKaumudi,Hamas gave helps to Pakistan to Pahalgam attacks?Indian setbacks are some more likely to be,"India has begun to take extreme steps, including diplomatic forces to ensure the Bhazard of the Paejitam Paenji Paenji.","{'orgs': ['Pahal', 'Hamas'], 'locs': ['India', 'Metropolitan France, 94000, France', 'Pakistan'], 'events': ['terrorism']}"
'ആരും ചിന്തിക്കാത്ത  തരത്തിൽ  തിരിച്ചടി  നൽകും'; ഭീകരവാദികളെ വെറുതെ വിടില്ലെന്ന്  പ്രധാനമന്ത്രി,https://keralakaumudi.com/news/news.php?id=1522305&u=pahalgam-terror-attack-pm-modi,24-04-2025,പാറ്റ്ന: ആക്രമണം നടത്തിയവർക്കും ഗൂഢാലോചന നടത്തിയവർക്കും കടുത്ത ശിക്ഷ നൽകുമെന്നും ബീഹാറിൽ നടന്ന പരിപാടിയിൽ മോദി പറഞ്ഞു.,KerelaKaumudi,'No one will pay a setback in the way that' the terrorists will not leave terrorists,Modi in Bihar's event in Bihar said he will be severely convicted of Patna and conspiracy to Patna and conspiracy.,"{'pers': ['Modi'], 'locs': ['Bihar, India', 'Bihar, 800001, India'], 'events': ['terrorism']}"
ജമ്മുകാശ്മീരിൽ തീവ്രവാദികളുമായി ഏറ്റുമുട്ടൽ; ഒരു ജവാന് വീരമൃത്യു,https://keralakaumudi.com/news/news.php?id=1522282&u=soldier-killed-in-action-during-encounter-with-terrorists-in-jandk-s-udhampur,24-04-2025,ശ്രീനഗർ: ജമ്മുകാശ്മീരിലെ ഉധംപൂർ ജില്ലയിൽ തീവ്രവാദികളും സുരക്ഷാ സെെന്യവും തമ്മിൽ ഏറ്റമുട്ടൽ.,KerelaKaumudi,A Javan Muares in the Terrorists in Jammu and Kashmir,Srinagar is situated between militants and security of security in the Valuathapur in Jammu and Kashmir.,"{'pers': ['Javan Muaresists'], 'locs': ['Jammu and Kashmir, India', 'Barmer, Rajasthan, India', 'Jammu and Kashmir, 190001, India'], 'events': ['terrorism']}"
നാടിനെ നടുക്കിയ വിനീത കൊലക്കേസ്; പ്രതി രാജേന്ദ്രന് വധശിക്ഷ വിധിച്ച് കോടതി,https://keralakaumudi.com/news/news.php?id=1522284&u=vineetha-murder-case-accused-rajendran-death-sentence,24-04-2025,തിരുവനന്തപുരം: പേരൂർക്കടയിലെ അലങ്കാരച്ചെടി വിൽപ്പനശാലയിലെ ജീവനക്കാരിയായിരുന്ന വിനീതയെ കുത്തിക്കൊലപ്പെടുത്തിയ കേസിൽ പ്രതിയ്ക്ക് വധശിക്ഷ.,KerelaKaumudi,Rajendrorera sentenced to death by Vineetha killer in the country,"The defendant sentenced to death by Vineeta, the Eorkerat Seven Sales of the Peroorkeram, the Peroorkada of the Peroorkada.","{'pers': ['Vineeta', 'Rajendro', 'Vinee'], 'miscs': ['Eker', 'Seven Sales'], 'locs': ['Kerala, 695001, India'], 'events': []}"
"'പോക്സോ കേസ് വ്യാജം, പണം തട്ടാനുള്ള ശ്രമമാണ് നടക്കുന്നത്'; പ്രതികരണവുമായി വ്ളോഗർ മുകേഷ് നായർ",https://keralakaumudi.com/news/news.php?id=1522290&u=pocso-case-against-vlogger-mukesh-nair-response,24-04-2025,തിരുവനന്തപുരം: തനിക്കെതിരായ പോക്‌സോ കേസിൽ പ്രതികരിച്ച് വ്ളോഗർ മുകേഷ് നായർ. കേസ് വ്യാജമാണെന്നും പണം തട്ടാനുള്ള ശ്രമമാണെന്നുമാണ് മുകേഷ് നായർ പറഞ്ഞത്.,KerelaKaumudi,"Vligar Mukesh Nair is a response to fakes fake, a response to the money to hit the money 'response",Vligar Mukesh Nair is responding to Thiruvananthapuram case against him.Mukesh Nair said the case was fake and a trying to hit the money.,"{'pers': ['Vligar Mukesh Nair'], 'locs': [], 'events': ['politics']}"
"'തീവ്രവാദത്തിന് ഒരു മതമുണ്ട്, ജിഹാദിന് നമ്മളറിയാതെ പോക്കറ്റിൽ നിന്ന് പണം നൽകുന്നു', വിവാദ പ്രതികരണവുമായി യുപി എംഎൽഎ",https://keralakaumudi.com/news/news.php?id=1521693&u=up-mla-says-there-is-religion-for-terrorism-in-kashmir,23-04-2025,ലക്‌‌നൗ: പഹൽഗാം ഭീകരാക്രമണത്തിന് പിന്നാലെ തീവ്രവാദം വർദ്ധിക്കാൻ കാരണം കാശ്‌മീരിലെ ടൂറിസം വികസനമാണെന്ന് വിവാദ പ്രസ്‌താവനയുമായി എംഎൽഎ.,KerelaKaumudi,"'Terrorism has a religion, paying from the pocket without knowing to Jihad, or is the UP MLA",MLA has controversial statement that Lucknow Pahalgam has a terrorist attacks in the terrorist attacks.,"{'orgs': ['UP', 'Lucknow Pahalgam'], 'events': ['terrorism']}"
ഇന്ത്യയെ നോവിച്ചത് പാക് സൈന്യത്തിന്റെ 'പ്രിയപ്പെട്ട സ്വത്ത്'; കേണലുകൾക്ക് മുന്നിൽ  ജിഹാദി പ്രഭാഷണം നടത്തുന്ന സൈഫുള്ള  ഖാലിദ്,https://keralakaumudi.com/news/news.php?id=1521702&u=saifullah-khalid-the-favourite-asset-of-pak-army-officers-masterming-behing-pahalgam-attack,23-04-2025,ന്യൂഡൽഹി: പുൽവാമയിൽ ആറുവർഷത്തിന് മുൻപ് 40 ജവാന്മാരുടെ വീരമൃത്യുവിന് ഇടയാക്കിയ ഭീകരാക്രമണത്തിന് ശേഷം രാജ്യത്തെ ഞെട്ടിച്ച കൂട്ടക്കൊലയാണ് പഹൽഗാമിലേത്.,KerelaKaumudi,Saifa Khalid in front of Kinels 'lecture in the Pakistani army',The Paeese was a shocked massacre in the country after the terrorist attacks in New Delhi.,"{'pers': ['Ki', 'Saifa Khalid'], 'miscs': ['Pakistani'], 'orgs': ['Paeese'], 'locs': ['Delhi, 110006, India'], 'events': ['terrorism']}"
"ഓസ്‌ട്രോയുടെ തലവെട്ടി പ്രതികാരം; 30 വർഷങ്ങൾക്ക് മുമ്പും പഹൽഗാം ചോരക്കളമായി, ലക്ഷ്യം മസൂദിന്റെ മോചനം",https://keralakaumudi.com/news/news.php?id=1521695&u=terrorists-have-targeted-pahalgam-before,23-04-2025,ന്യൂഡൽഹി: വിനോദസഞ്ചാരികൾക്കെതിരെ കാശ്മീരിൽ ഭീകരാക്രമണം നടന്നത് മിനി സ്വിറ്റ്സർലൻഡ് എന്നറിയപ്പെടുന്ന ബൈസരനിലാണ്.,KerelaKaumudi,"Holding Ostro's head and revenge for the revenge of Pahalgam leak, the target of Pahalgam","New Delhi, the terrorist attacks in Kashmir, is known as the Mini Switzerland.","{'orgs': ['Ostro', 'Pahalgam', 'Pahal'], 'locs': ['Delhi, 110006, India', 'Barmer, Rajasthan, India'], 'miscs': ['Mini Switzerland'], 'events': ['terrorism']}"
"എ ജയതിലക് പുതിയ ചീഫ് സെക്രട്ടറി, തീരുമാനം മന്ത്രിസഭാ യോഗത്തിൽ",https://keralakaumudi.com/news/news.php?id=1521696&u=jayathilak-ias-elected-as-keralas-50th-chief-secretary,23-04-2025,തിരുവനന്തപുരം: സംസ്ഥാനത്തിന്റെ പുതിയ ചീഫ് സെക്രട്ടറിയായി എ ജയതിലകിനെ തിരഞ്ഞെടുത്തു.,KerelaKaumudi,"A Wrong in the New Chief Secretary, the decision at the Cabinet",A Wrong is selected as the new Chief Secretary of the State of Thiruvananthapuram.,"{'locs': ['Kerala, 695001, India'], 'events': ['politics']}"
"ഭർത്താവിനെ കൊന്നു, ഒരപേക്ഷയേയുള്ളൂ, സൈനികരെ ഭീകരരാണെന്ന് തെറ്റിദ്ധരിച്ച് സ്ത്രീ പറഞ്ഞത്‌; രക്ഷിക്കാൻ ഞങ്ങളുണ്ടെന്ന് മറുപടി",https://keralakaumudi.com/news/news.php?id=1521698&u=were-indian-army-soldier-assures-as-boy-screams,23-04-2025,ശ്രീനഗർ: ഇന്ത്യക്കാരുടെ ഹൃദയം തകർക്കുന്ന വാർത്തകളാണ് ഓരോ നിമിഷവും പഹൽഗാമിൽ നിന്ന് വന്നുകൊണ്ടിരിക്കുന്നത്. പൊലീസിന്റെയും സൈനികരുടെയുമൊക്കെ യൂണിഫോമിനോട് സാദൃശ്യമുള്ള വസ്ത്രങ്ങളണിഞ്ഞാണ് ഭീകരർ വിനോദ സഞ്ചാരികൾക്ക് മുന്നിലെത്തിയത്.,KerelaKaumudi,"Reply that we have to kill her husband, mistaken and protecting the woman to misunderstand the terrorists",It is coming from Pahalgam to destroy the hearts of Srinagar Indians.Terror came to the top of the tourists who resemble the police and the soldiers inferior to the Uniform.,"{'locs': ['Jammu and Kashmir, 192126, India', 'Jammu and Kashmir, 190001, India'], 'miscs': ['Uniform'], 'events': ['terrorism']}"
"'ദിൽഷയുടെ  പഴയ  സുഹൃത്തല്ല,  എന്റെ  ഭർത്താവാണ്';  കമന്റിന്  കിടിലൻ മറുപടിയുമായി ആരതി പൊടി",https://keralakaumudi.com/news/news.php?id=1521112&u=arati-podi-comment,22-04-2025,ബിഗ് ബോസിലെ മത്സരാർത്ഥിയായി ഏറെ ആരാധകരെ സൃഷ്‌ടിച്ച വ്യക്തിയാണ് ഡോക്‌ടർ റോബിൻ രാധാകൃഷ്‌ണൻ.,KerelaKaumudi,"'No old friend of Dilsha, is my husband and a half powder to comment",Drink Robin Radhakrishnan is the person who created many fans as a contestant of Big Bose.,"{'pers': ['Big', 'Dils', 'Robin Radhakrishnan'], 'orgs': ['Bose'], 'events': ['sports']}"
പുത്തൻ വാഷിംഗ് മെഷീനിൽ കൂറ്റൻ കല്ല് ഇട്ടു; പിന്നാലെ നടന്നത്,https://keralakaumudi.com/news/news.php?id=1521114&u=man-puts-heavy-stone-in-washing-machine-viral-video,22-04-2025,എന്തെങ്കിലും കാട്ടിക്കൂട്ടി സോഷ്യൽ മീഡിയയിൽ വൈറലാകണമെന്ന് ചിന്തിക്കുന്ന നിരവധി പേരുണ്ട്. അത്തരത്തിൽ യുവാവ് ചെയ്‌തൊരു സാഹസമാണ് സമൂഹമാദ്ധ്യമങ്ങളിൽ ചർച്ചയാകുന്നത്.,KerelaKaumudi,Puthen Washing machine took place and walked in the latter stone,"There are many people who think about something by the karty and social media.In the community prescriptions, a young man who has a young man will be discussed.","{'orgs': ['Puthen Was'], 'events': []}"
"നരേന്ദ്ര മോദി സൗദിയിലേക്ക്, ഇന്ത്യയ്ക്ക് എന്തൊക്കെ നേട്ടങ്ങൾ? പ്രതീക്ഷയോടെ ഈ മേഖലകൾ",https://keralakaumudi.com/news/news.php?id=1521108&u=narendra-modi-to-saudi-arabia-what-are-the-benefits-for-india,22-04-2025,സൗദി കിരീടാവകാശി മുഹമ്മദ് ബിൻ സൽമാനുമായി കൂടിക്കാഴ്ച നടത്തുന്നതിനായി പ്രധാനമന്ത്രി നരേന്ദ്ര മോദി ഇന്ന് ജിദ്ദയിലേക്ക് വിമാനം കയറുകയാണ്.,KerelaKaumudi,"Narendra Modi to Saudi, What Benefits India?These areas with hope",Prime Minister Narendra Modi is climbing the plane today to meet Saudi Cydasinna Mohammed Bin Salman.,"{'pers': ['Narendra Modi', 'Cyinna Mohammed Bin Salman'], 'miscs': ['Saudi'], 'orgs': ['Ben'], 'locs': ['India'], 'events': ['politics']}"
"പിടിതരാതെ സ്വർണവില; സർവകാല റെക്കാർഡ്, ഇന്ന് പവന് 74,000 കടന്നു",https://keralakaumudi.com/news/news.php?id=1521109&u=gold-rate-today,22-04-2025,"തിരുവനന്തപുരം: സംസ്ഥാനത്ത് ഇന്നും സ്വർണവില കുതിച്ചുയർന്നു. ഇന്ന് പവന് 2200 രൂപ വർദ്ധിച്ച് സ്വർണവില 74,000 കടന്നു.",KerelaKaumudi,"Gold Costy Cold Earth Day Rakard, Today, the police passed over 74,000",Gold prices were still ranging in the state of Thiruvananthapuram.Gold prices have crossed Rs 2200 today.,"{'miscs': ['Earth Day'], 'locs': [], 'events': []}"
ആമയൂർ കൂട്ടക്കൊലക്കേസ്; റെജികുമാറിന്റെ വധശിക്ഷ റദ്ദാക്കി സുപ്രീം കോടതി,https://keralakaumudi.com/news/news.php?id=1521115&u=amayur-massacre-supreme-court-stays-rajikumars-death-sentence,22-04-2025,ന്യൂഡൽഹി: ആമയൂർ കൂട്ടക്കൊലക്കേസിലെ പ്രതി റജികുമാറിന്റെ വധശിക്ഷ സുപ്രീം കോടതി റദ്ദാക്കി.,KerelaKaumudi,Abolished Regikumar's death penalty in Amukar massacre,New Delhi Amyur Supreme Court canceled the death sentence of Rajikumar in the Amyur massacre,"{'orgs': ['Amyur Supreme Court', 'Regikuma'], 'locs': ['Delhi, 110006, India'], 'pers': ['Rajikumar'], 'events': []}"
വീണാ വിജയൻ അടക്കമുള്ളവരുടെ മൊഴിയെടുക്കണം; ഇഡി കോടതിയിൽ അപേക്ഷ നൽകി,https://keralakaumudi.com/news/news.php?id=1520572&u=cmrl-case-veena-vijayan-statement,21-04-2025,തിരുവനന്തപുരം: സി എം ആർ എൽ - എക്‌സാലോജിക് ഇടപാട് കേസിൽ  മുഖ്യമന്ത്രി പിണറായി വിജയന്റെ മകൾ വീണാ വിജയൻ അടക്കമുള്ളവരുടെ മൊഴിയെടുക്കുന്നതിൽ അനുമതി തേടി ഇ ഡി.,KerelaKaumudi,Idi applied to court to take a statement to those who were Veena Vijayan,Chief Minister Pinarayi Vijayan's daughter is approved by the daughter of Pinarayi Vijayan in the case of CMRL-Eccalojik transaction.,"{'pers': ['Veena Vijay', 'Pinarayi Vijay', 'Idi'], 'orgs': ['CMRLEccalojik'], 'events': ['politics']}"
